Month,Max Temp. (degree Celcius)0,Max Temp. (degree Celcius)1,Max Temp. (degree Celcius)2,Max Temp. (degree Celcius)3,Max Temp. (degree Celcius)4,Max Temp. (degree Celcius)5,Max Temp. (degree Celcius)6,Min Temp. (degree Celcius)0,Min Temp. (degree Celcius)1,Min Temp. (degree Celcius)2,Min Temp. (degree Celcius)3,Min Temp. (degree Celcius)4,Min Temp. (degree Celcius)5,Min Temp. (degree Celcius)6,Rainfall (mm)0,Rainfall (mm)1,Rainfall (mm)2,Rainfall (mm)3,Rainfall (mm)4,Rainfall (mm)5,Rainfall (mm)6,Actual Evaporation (mm)0,Actual Evaporation (mm)1,Actual Evaporation (mm)2,Actual Evaporation (mm)3,Actual Evaporation (mm)4,Actual Evaporation (mm)5,Actual Evaporation (mm)6,"Relative Humidity (morning, %)0","Relative Humidity (morning, %)1","Relative Humidity (morning, %)2","Relative Humidity (morning, %)3","Relative Humidity (morning, %)4","Relative Humidity (morning, %)5","Relative Humidity (morning, %)6","Relative Humidity (afternoon, %)0","Relative Humidity (afternoon, %)1","Relative Humidity (afternoon, %)2","Relative Humidity (afternoon, %)3","Relative Humidity (afternoon, %)4","Relative Humidity (afternoon, %)5","Relative Humidity (afternoon, %)6",Sunshine (hour/day)0,Sunshine (hour/day)1,Sunshine (hour/day)2,Sunshine (hour/day)3,Sunshine (hour/day)4,Sunshine (hour/day)5,Sunshine (hour/day)6,Cloudy (hour/day)0,Cloudy (hour/day)1,Cloudy (hour/day)2,Cloudy (hour/day)3,Cloudy (hour/day)4,Cloudy (hour/day)5,Cloudy (hour/day)6,Solar Radiation (cal/cm^2/day)0,Solar Radiation (cal/cm^2/day)1,Solar Radiation (cal/cm^2/day)2,Solar Radiation (cal/cm^2/day)3,Solar Radiation (cal/cm^2/day)4,Solar Radiation (cal/cm^2/day)5,Solar Radiation (cal/cm^2/day)6,Station_Barisal,Station_Gazipur,Station_Habiganj,Station_Rangpur,Rainfall
1,24.4,24.4,24.6,25.4,25.9,26.6,26.2,14.2,11.8,11.2,12.6,11.8,13.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,100.0,88.0,94.0,88.0,71.0,89.0,89.0,40.0,56.0,52.0,56.0,50.0,49.0,49.0,6.4,4.8,4.6,6.2,5.1,6.2,7.6,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,274.15,234.46,217.1,269.19,241.9,269.19,303.92,0,1,0,0,0
1,24.4,24.6,25.4,25.9,26.6,26.2,26.6,11.8,11.2,12.6,11.8,13.0,12.6,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,88.0,94.0,88.0,71.0,89.0,89.0,83.0,56.0,52.0,56.0,50.0,49.0,49.0,45.0,4.8,4.6,6.2,5.1,6.2,7.6,7.2,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,234.46,217.1,269.19,241.9,269.19,303.92,294.0,0,1,0,0,0
1,24.6,25.4,25.9,26.6,26.2,26.6,24.6,11.2,12.6,11.8,13.0,12.6,11.2,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,94.0,88.0,71.0,89.0,89.0,83.0,79.0,52.0,56.0,50.0,49.0,49.0,45.0,56.0,4.6,6.2,5.1,6.2,7.6,7.2,2.6,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,217.1,269.19,241.9,269.19,303.92,294.0,179.89,0,1,0,0,0
1,25.4,25.9,26.6,26.2,26.6,24.6,21.4,12.6,11.8,13.0,12.6,11.2,13.8,16.2,0.0,0.0,0.0,0.0,0.0,0.0,7.2,1.0,2.0,2.0,2.0,3.0,1.0,2.2,88.0,71.0,89.0,89.0,83.0,79.0,83.0,56.0,50.0,49.0,49.0,45.0,56.0,79.0,6.2,5.1,6.2,7.6,7.2,2.6,5.890909090909085,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,269.19,241.9,269.19,303.92,294.0,179.89,115.4,0,1,0,0,0
1,25.9,26.6,26.2,26.6,24.6,21.4,23.2,11.8,13.0,12.6,11.2,13.8,16.2,14.4,0.0,0.0,0.0,0.0,0.0,7.2,0.0,2.0,2.0,2.0,3.0,1.0,2.2,1.0,71.0,89.0,89.0,83.0,79.0,83.0,88.0,50.0,49.0,49.0,45.0,56.0,79.0,68.0,5.1,6.2,7.6,7.2,2.6,5.890909090909085,3.4,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,241.9,269.19,303.92,294.0,179.89,115.4,199.73,0,1,0,0,0
1,26.6,26.2,26.6,24.6,21.4,23.2,20.0,13.0,12.6,11.2,13.8,16.2,14.4,13.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,2.0,2.0,3.0,1.0,2.2,1.0,2.0,89.0,89.0,83.0,79.0,83.0,88.0,88.0,49.0,49.0,45.0,56.0,79.0,68.0,70.0,6.2,7.6,7.2,2.6,5.890909090909085,3.4,2.2,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,269.19,303.92,294.0,179.89,115.4,199.73,169.97,0,1,0,0,0
1,26.2,26.6,24.6,21.4,23.2,20.0,21.2,12.6,11.2,13.8,16.2,14.4,13.0,12.8,0.0,0.0,0.0,7.2,0.0,0.0,0.0,2.0,3.0,1.0,2.2,1.0,2.0,1.0,89.0,83.0,79.0,83.0,88.0,88.0,94.0,49.0,45.0,56.0,79.0,68.0,70.0,69.0,7.6,7.2,2.6,5.890909090909085,3.4,2.2,3.8,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,303.92,294.0,179.89,115.4,199.73,169.97,209.66,0,1,0,0,0
1,26.6,24.6,21.4,23.2,20.0,21.2,22.6,11.2,13.8,16.2,14.4,13.0,12.8,10.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,3.0,1.0,2.2,1.0,2.0,1.0,2.0,83.0,79.0,83.0,88.0,88.0,94.0,93.0,45.0,56.0,79.0,68.0,70.0,69.0,62.0,7.2,2.6,5.890909090909085,3.4,2.2,3.8,5.6,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,294.0,179.89,115.4,199.73,169.97,209.66,254.31,0,1,0,0,0
1,24.6,21.4,23.2,20.0,21.2,22.6,23.2,13.8,16.2,14.4,13.0,12.8,10.0,10.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,1.0,2.2,1.0,2.0,1.0,2.0,1.0,79.0,83.0,88.0,88.0,94.0,93.0,100.0,56.0,79.0,68.0,70.0,69.0,62.0,60.0,2.6,5.890909090909085,3.4,2.2,3.8,5.6,6.8,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,179.89,115.4,199.73,169.97,209.66,254.31,284.07,0,1,0,0,0
1,21.4,23.2,20.0,21.2,22.6,23.2,22.8,16.2,14.4,13.0,12.8,10.0,10.0,8.4,7.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,2.0,1.0,2.0,1.0,2.0,83.0,88.0,88.0,94.0,93.0,100.0,93.0,79.0,68.0,70.0,69.0,62.0,60.0,40.0,5.890909090909085,3.4,2.2,3.8,5.6,6.8,7.2,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,115.4,199.73,169.97,209.66,254.31,284.07,294.0,0,1,0,0,0
1,23.2,20.0,21.2,22.6,23.2,22.8,24.5,14.4,13.0,12.8,10.0,10.0,8.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,88.0,88.0,94.0,93.0,100.0,93.0,87.0,68.0,70.0,69.0,62.0,60.0,40.0,70.0,3.4,2.2,3.8,5.6,6.8,7.2,6.6,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,199.73,169.97,209.66,254.31,284.07,294.0,279.11,0,1,0,0,0
2,20.0,21.2,22.6,23.2,22.8,24.5,25.2,13.0,12.8,10.0,10.0,8.4,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,88.0,94.0,93.0,100.0,93.0,87.0,73.0,70.0,69.0,62.0,60.0,40.0,70.0,56.0,2.2,3.8,5.6,6.8,7.2,6.6,6.1,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,169.97,209.66,254.31,284.07,294.0,279.11,266.71,0,1,0,0,0
2,21.2,22.6,23.2,22.8,24.5,25.2,25.5,12.8,10.0,10.0,8.4,9.0,13.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,94.0,93.0,100.0,93.0,87.0,73.0,79.0,69.0,62.0,60.0,40.0,70.0,56.0,56.0,3.8,5.6,6.8,7.2,6.6,6.1,4.1,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,209.66,254.31,284.07,294.0,279.11,266.71,217.1,0,1,0,0,0
2,22.6,23.2,22.8,24.5,25.2,25.5,24.6,10.0,10.0,8.4,9.0,13.0,13.2,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,93.0,100.0,93.0,87.0,73.0,79.0,88.0,62.0,60.0,40.0,70.0,56.0,56.0,49.0,5.6,6.8,7.2,6.6,6.1,4.1,5.2,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,254.31,284.07,294.0,279.11,266.71,217.1,244.38,0,1,0,0,0
2,23.2,22.8,24.5,25.2,25.5,24.6,24.8,10.0,8.4,9.0,13.0,13.2,12.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,100.0,93.0,87.0,73.0,79.0,88.0,89.0,60.0,40.0,70.0,56.0,56.0,49.0,81.0,6.8,7.2,6.6,6.1,4.1,5.2,1.4,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,284.07,294.0,279.11,266.71,217.1,244.38,150.12,0,1,0,0,0
2,22.8,24.5,25.2,25.5,24.6,24.8,27.6,8.4,9.0,13.0,13.2,12.8,15.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,93.0,87.0,73.0,79.0,88.0,89.0,100.0,40.0,70.0,56.0,56.0,49.0,81.0,59.0,7.2,6.6,6.1,4.1,5.2,1.4,5.4,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.47079646017699,294.0,279.11,266.71,217.1,244.38,150.12,289.76,0,1,0,0,0
2,24.5,25.2,25.5,24.6,24.8,27.6,28.4,9.0,13.0,13.2,12.8,15.0,16.4,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,87.0,73.0,79.0,88.0,89.0,100.0,100.0,70.0,56.0,56.0,49.0,81.0,59.0,59.0,6.6,6.1,4.1,5.2,1.4,5.4,5.2,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.47079646017699,4.47079646017699,279.11,266.71,217.1,244.38,150.12,289.76,284.12,0,1,0,0,0
2,25.2,25.5,24.6,24.8,27.6,28.4,27.4,13.0,13.2,12.8,15.0,16.4,15.8,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,73.0,79.0,88.0,89.0,100.0,100.0,80.0,56.0,56.0,49.0,81.0,59.0,59.0,45.0,6.1,4.1,5.2,1.4,5.4,5.2,6.1,4.584677419354835,4.584677419354835,4.584677419354835,4.584677419354835,4.47079646017699,4.47079646017699,4.47079646017699,266.71,217.1,244.38,150.12,289.76,284.12,309.51,0,1,0,0,0
2,25.5,24.6,24.8,27.6,28.4,27.4,26.7,13.2,12.8,15.0,16.4,15.8,16.2,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,3.0,2.9631205673758862,79.0,88.0,89.0,100.0,100.0,80.0,60.0,56.0,49.0,81.0,59.0,59.0,45.0,38.0,4.1,5.2,1.4,5.4,5.2,6.1,8.2,4.584677419354835,4.584677419354835,4.584677419354835,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,217.1,244.38,150.12,289.76,284.12,309.51,368.77,0,1,0,0,0
2,24.6,24.8,27.6,28.4,27.4,26.7,26.8,12.8,15.0,16.4,15.8,16.2,15.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,2.9631205673758862,3.0,88.0,89.0,100.0,100.0,80.0,60.0,53.0,49.0,81.0,59.0,59.0,45.0,38.0,40.0,5.2,1.4,5.4,5.2,6.1,8.2,8.5,4.584677419354835,4.584677419354835,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,244.38,150.12,289.76,284.12,309.51,368.77,377.23,0,1,0,0,0
2,24.8,27.6,28.4,27.4,26.7,26.8,27.2,15.0,16.4,15.8,16.2,15.0,13.4,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.9631205673758862,3.0,2.0,89.0,100.0,100.0,80.0,60.0,53.0,54.0,81.0,59.0,59.0,45.0,38.0,40.0,38.0,1.4,5.4,5.2,6.1,8.2,8.5,7.6,4.584677419354835,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,150.12,289.76,284.12,309.51,368.77,377.23,351.84,0,1,0,0,0
2,27.6,28.4,27.4,26.7,26.8,27.2,28.2,16.4,15.8,16.2,15.0,13.4,11.8,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.9631205673758862,3.0,2.0,2.0,100.0,100.0,80.0,60.0,53.0,54.0,62.0,59.0,59.0,45.0,38.0,40.0,38.0,52.0,5.4,5.2,6.1,8.2,8.5,7.6,5.4,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,289.76,284.12,309.51,368.77,377.23,351.84,289.76,0,1,0,0,0
2,28.4,27.4,26.7,26.8,27.2,28.2,28.6,15.8,16.2,15.0,13.4,11.8,12.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.9631205673758862,3.0,2.0,2.0,1.0,100.0,80.0,60.0,53.0,54.0,62.0,71.0,59.0,45.0,38.0,40.0,38.0,52.0,46.0,5.2,6.1,8.2,8.5,7.6,5.4,3.8,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,284.12,309.51,368.77,377.23,351.84,289.76,244.62,0,1,0,0,0
2,27.4,26.7,26.8,27.2,28.2,28.6,28.4,16.2,15.0,13.4,11.8,12.2,14.2,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.9631205673758862,3.0,2.0,2.0,1.0,2.0,80.0,60.0,53.0,54.0,62.0,71.0,80.0,45.0,38.0,40.0,38.0,52.0,46.0,59.0,6.1,8.2,8.5,7.6,5.4,3.8,3.4,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,309.51,368.77,377.23,351.84,289.76,244.62,233.33,0,1,0,0,0
2,26.7,26.8,27.2,28.2,28.6,28.4,28.2,15.0,13.4,11.8,12.2,14.2,18.6,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9631205673758862,3.0,2.0,2.0,1.0,2.0,2.0,60.0,53.0,54.0,62.0,71.0,80.0,90.0,38.0,40.0,38.0,52.0,46.0,59.0,66.0,8.2,8.5,7.6,5.4,3.8,3.4,5.8,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,368.77,377.23,351.84,289.76,244.62,233.33,301.05,0,1,0,0,0
2,26.8,27.2,28.2,28.6,28.4,28.2,28.7,13.4,11.8,12.2,14.2,18.6,19.2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,53.0,54.0,62.0,71.0,80.0,90.0,90.0,40.0,38.0,52.0,46.0,59.0,66.0,68.0,8.5,7.6,5.4,3.8,3.4,5.8,6.2,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,377.23,351.84,289.76,244.62,233.33,301.05,312.33,0,1,0,0,0
2,27.2,28.2,28.6,28.4,28.2,28.7,27.2,11.8,12.2,14.2,18.6,19.2,16.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,54.0,62.0,71.0,80.0,90.0,90.0,71.0,38.0,52.0,46.0,59.0,66.0,68.0,46.0,7.6,5.4,3.8,3.4,5.8,6.2,4.8,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,351.84,289.76,244.62,233.33,301.05,312.33,272.83,0,1,0,0,0
2,28.2,28.6,28.4,28.2,28.7,27.2,29.6,12.2,14.2,18.6,19.2,16.0,16.8,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,62.0,71.0,80.0,90.0,90.0,71.0,70.0,52.0,46.0,59.0,66.0,68.0,46.0,68.0,5.4,3.8,3.4,5.8,6.2,4.8,5.2,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,289.76,244.62,233.33,301.05,312.33,272.83,284.12,0,1,0,0,0
2,28.6,28.4,28.2,28.7,27.2,29.6,28.6,14.2,18.6,19.2,16.0,16.8,12.6,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,71.0,80.0,90.0,90.0,71.0,70.0,71.0,46.0,59.0,66.0,68.0,46.0,68.0,53.0,3.8,3.4,5.8,6.2,4.8,5.2,2.8,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,244.62,233.33,301.05,312.33,272.83,284.12,216.4,0,1,0,0,0
2,28.4,28.2,28.7,27.2,29.6,28.6,30.4,18.6,19.2,16.0,16.8,12.6,17.4,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,80.0,90.0,90.0,71.0,70.0,71.0,73.0,59.0,66.0,68.0,46.0,68.0,53.0,64.0,3.4,5.8,6.2,4.8,5.2,2.8,3.3,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,4.47079646017699,233.33,301.05,312.33,272.83,284.12,216.4,230.51,0,1,0,0,0
